,id,created_at,updated_at,status,delay_duration,source_type,card_details_status,card_card_brand,card_last_4,card_fingerprint,card_card_type,card_prepaid_type,card_bin,card_details_entry_method,card_details_cvv_status,card_details_avs_status,card_details_statement_description,card_payment_timeline_authorized_at,card_payment_timeline_captured_at,location_id,order_id,risk_evaluation_created_at,risk_evaluation_risk_level,effective_at,type,total_money_currency,approved_money_currency,receipt_number,receipt_url,delay_action,delayed_until,application_details_square_product,application_details_application_id,version_token
821,hosKVsUEVqHTrbcK9VBmyXnKqcZZY,2024-05-11T19:04:59.522Z,2024-05-11T19:05:00.733Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:59.643Z,2024-05-11T19:04:59.791Z,LT9QVCXSARE9G,RQ9FDFl5BZSLKXTWdLpbOwzrsg4F,2024-05-11T19:04:59.644Z,NORMAL,2024-05-11T21:05:00.000Z,INITIAL,USD,USD,hosK,https://squareupsandbox.com/receipt/preview/hosKVsUEVqHTrbcK9VBmyXnKqcZZY,CANCEL,2024-05-18T19:04:59.522Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,sTlRagQqM0mkAqrvynhcVIkZesR3QSKRzF5TcXIZjsp6o
822,hqH7XSxmVIULepGREytRIP3qupIZY,2024-05-11T19:04:58.726Z,2024-05-11T19:04:59.347Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:58.845Z,2024-05-11T19:04:58.996Z,LT9QVCXSARE9G,ntqjTmAGVrzOQn9t06mrdzn6Qi4F,2024-05-11T19:04:58.846Z,NORMAL,2024-05-11T21:04:59.000Z,INITIAL,USD,USD,hqH7,https://squareupsandbox.com/receipt/preview/hqH7XSxmVIULepGREytRIP3qupIZY,CANCEL,2024-05-18T19:04:58.726Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,GqGZ0SFPN6BDkaXsl8oGw5KAJOyqTE1fnx9WS7OeVUq6o
823,DTLnFvqLDmmpqqQGmcrrvPda6W6YY,2024-05-11T19:04:57.931Z,2024-05-11T19:04:59.470Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:58.053Z,2024-05-11T19:04:58.201Z,LT9QVCXSARE9G,PLbNdYmgZlIOXP87Y57JlEk8Uf4F,2024-05-11T19:04:58.053Z,NORMAL,2024-05-11T21:04:59.000Z,INITIAL,USD,USD,DTLn,https://squareupsandbox.com/receipt/preview/DTLnFvqLDmmpqqQGmcrrvPda6W6YY,CANCEL,2024-05-18T19:04:57.931Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,rKNbUwfjOLMSqkSIgYFQZluc65ECSy2Nx4hRR9BXaI95o
824,l2oZbmenF7CeyG3FBacoDX3xfxAZY,2024-05-11T19:04:57.147Z,2024-05-11T19:04:58.963Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:57.270Z,2024-05-11T19:04:57.414Z,LT9QVCXSARE9G,ntOtfaMLTGcFdcBO77PCCxkqNg4F,2024-05-11T19:04:57.270Z,NORMAL,2024-05-11T21:04:58.000Z,INITIAL,USD,USD,l2oZ,https://squareupsandbox.com/receipt/preview/l2oZbmenF7CeyG3FBacoDX3xfxAZY,CANCEL,2024-05-18T19:04:57.147Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,ENRCmEH5ezv0oKEX2qPRBcjiUWmXBDAfzNYA2Xfdd0v6o
825,xY0W07ifb0I2QmXAyahJatM2uEWZY,2024-05-11T19:04:56.346Z,2024-05-11T19:04:57.657Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:56.465Z,2024-05-11T19:04:56.606Z,LT9QVCXSARE9G,5A10WaaCkQSSnKQB0pkkQMTGrZ4F,2024-05-11T19:04:56.465Z,NORMAL,2024-05-11T21:04:57.000Z,INITIAL,USD,USD,xY0W,https://squareupsandbox.com/receipt/preview/xY0W07ifb0I2QmXAyahJatM2uEWZY,CANCEL,2024-05-18T19:04:56.346Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,XhV3W0LQP3rRVhPEbyzQXb4Q6z6YTQ9ZazTM9PKta5o6o
826,xQoiArpXvPE8A1BEIw2lRADcHA9YY,2024-05-11T19:04:55.506Z,2024-05-11T19:04:56.259Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:55.626Z,2024-05-11T19:04:55.773Z,LT9QVCXSARE9G,ZuEWvKplOtSYNtpvtUzYhh3Hyb4F,2024-05-11T19:04:55.626Z,NORMAL,2024-05-11T21:04:56.000Z,INITIAL,USD,USD,xQoi,https://squareupsandbox.com/receipt/preview/xQoiArpXvPE8A1BEIw2lRADcHA9YY,CANCEL,2024-05-18T19:04:55.506Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,ZFA9Y6dCBP8SeJFAPBc1rdlS3xBZs5NMZdVOeXmFKoq6o
827,H9nzRJJSZZtFu7KiwJFKZckLykfZY,2024-05-11T19:04:54.645Z,2024-05-11T19:04:55.217Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:54.764Z,2024-05-11T19:04:54.918Z,LT9QVCXSARE9G,n3HxqrJjMaFQ7bGwlbb0MBt2fe4F,2024-05-11T19:04:54.764Z,NORMAL,2024-05-11T21:04:55.000Z,INITIAL,USD,USD,H9nz,https://squareupsandbox.com/receipt/preview/H9nzRJJSZZtFu7KiwJFKZckLykfZY,CANCEL,2024-05-18T19:04:54.645Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,gHS3c2KJgKjCF1pBROxIaiACV0jw3u3R1p8YbtgfRfU6o
828,DZuhYOQ3vTnBZbBXLs9jKyd3A86YY,2024-05-11T19:04:53.834Z,2024-05-11T19:04:55.593Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:53.955Z,2024-05-11T19:04:54.101Z,LT9QVCXSARE9G,zBLae7TWbweRt72Xi8KruN49Bg4F,2024-05-11T19:04:53.955Z,NORMAL,2024-05-11T21:04:55.000Z,INITIAL,USD,USD,DZuh,https://squareupsandbox.com/receipt/preview/DZuhYOQ3vTnBZbBXLs9jKyd3A86YY,CANCEL,2024-05-18T19:04:53.834Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,6AnL8TDLYnjG7tUFMV2Gs3dU9GKN8cXFbpTNEUFGP3z6o
829,xEkfi1TIQRowrCJz14WAB1R2QoQZY,2024-05-11T19:04:53.025Z,2024-05-11T19:04:54.546Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:53.149Z,2024-05-11T19:04:53.298Z,LT9QVCXSARE9G,vXht36gAVPIlYJUYuEGHDysYLa4F,2024-05-11T19:04:53.149Z,NORMAL,2024-05-11T21:04:54.000Z,INITIAL,USD,USD,xEkf,https://squareupsandbox.com/receipt/preview/xEkfi1TIQRowrCJz14WAB1R2QoQZY,CANCEL,2024-05-18T19:04:53.025Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,ysu5zT6JufCXGnwI20KCipZ3aeGuw25j3jI3fxalUho6o
830,h4qXWKblfmiTEKTEIWtzRRPiKuNZY,2024-05-11T19:04:52.225Z,2024-05-11T19:04:54.177Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:52.346Z,2024-05-11T19:04:52.499Z,LT9QVCXSARE9G,PFmwBfU51bhjjtiKLHHNfZNa0e4F,2024-05-11T19:04:52.346Z,NORMAL,2024-05-11T21:04:54.000Z,INITIAL,USD,USD,h4qX,https://squareupsandbox.com/receipt/preview/h4qXWKblfmiTEKTEIWtzRRPiKuNZY,CANCEL,2024-05-18T19:04:52.225Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,SzAZs6hf0OOtYTYUy5HhREs8OaVPzShuguYAbPQb5lp6o
831,HzgUG7JtBH1JmgHqiiyWNhLMkUQZY,2024-05-11T19:04:51.419Z,2024-05-11T19:04:53.135Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:51.540Z,2024-05-11T19:04:51.688Z,LT9QVCXSARE9G,757ZeepFOuswMKfIV31Rkif16Z4F,2024-05-11T19:04:51.540Z,NORMAL,2024-05-11T21:04:53.000Z,INITIAL,USD,USD,HzgU,https://squareupsandbox.com/receipt/preview/HzgUG7JtBH1JmgHqiiyWNhLMkUQZY,CANCEL,2024-05-18T19:04:51.419Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,rgwF6oPqG1fYNd8xTdLeoS4hc6ibBCoHiiBg9J62i8h6o
832,Nw50DFe4noZzigyQDLZVtPo7FjDZY,2024-05-11T19:04:50.557Z,2024-05-11T19:04:51.307Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:50.679Z,2024-05-11T19:04:50.824Z,LT9QVCXSARE9G,RqGP3YT2fWcPWfMtT5YpfFPozh4F,2024-05-11T19:04:50.679Z,NORMAL,2024-05-11T21:04:51.000Z,INITIAL,USD,USD,Nw50,https://squareupsandbox.com/receipt/preview/Nw50DFe4noZzigyQDLZVtPo7FjDZY,CANCEL,2024-05-18T19:04:50.557Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,YZl6TFW5nFzFXycHcXrYvWMLbo7COAk4LYW7OBZE5Jw6o
833,xWrkXsAUQ8a5EYKglSZ5IAQax06YY,2024-05-11T19:04:49.773Z,2024-05-11T19:04:52.095Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:49.892Z,2024-05-11T19:04:50.042Z,LT9QVCXSARE9G,zhbMlcwcw6VhVfCXkr9whYum7Z4F,2024-05-11T19:04:49.892Z,NORMAL,2024-05-11T21:04:52.000Z,INITIAL,USD,USD,xWrk,https://squareupsandbox.com/receipt/preview/xWrkXsAUQ8a5EYKglSZ5IAQax06YY,CANCEL,2024-05-18T19:04:49.773Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,FnDEWNGnTtnyjysgDYgsE0J81OJQngN4MBVKvJyq7lZ6o
834,Fau1SavOFfIYFxyrz1DSo5aj9LUZY,2024-05-11T19:04:48.956Z,2024-05-11T19:04:50.617Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:49.079Z,2024-05-11T19:04:49.225Z,LT9QVCXSARE9G,tIOHFNTjVtVNO1IXG0XkzePXld4F,2024-05-11T19:04:49.079Z,NORMAL,2024-05-11T21:04:50.000Z,INITIAL,USD,USD,Fau1,https://squareupsandbox.com/receipt/preview/Fau1SavOFfIYFxyrz1DSo5aj9LUZY,CANCEL,2024-05-18T19:04:48.956Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,cRxsB4DWtklTtRmdaMr1oAohg0P4kDQzhe1Ij0TGtq06o
835,ndXZCr0Vg89JSvlLv9Zw8htosSAZY,2024-05-11T19:04:48.076Z,2024-05-11T19:04:50.035Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:48.200Z,2024-05-11T19:04:48.365Z,LT9QVCXSARE9G,tAWvexvDeGPUhD6unBpJxBiixe4F,2024-05-11T19:04:48.200Z,NORMAL,2024-05-11T21:04:50.000Z,INITIAL,USD,USD,ndXZ,https://squareupsandbox.com/receipt/preview/ndXZCr0Vg89JSvlLv9Zw8htosSAZY,CANCEL,2024-05-18T19:04:48.076Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,1pzHlidDibahZZzWlTVOhl2IM3M0lQeGqKitcujPJEm6o
836,dc5DjPUmw7GD5Jxj1S3cTAJehnIZY,2024-05-11T19:04:47.287Z,2024-05-11T19:04:48.226Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:47.412Z,2024-05-11T19:04:47.559Z,LT9QVCXSARE9G,TJzQKPJ1e52BxGCGRAVKAFvBqf4F,2024-05-11T19:04:47.412Z,NORMAL,2024-05-11T21:04:48.000Z,INITIAL,USD,USD,dc5D,https://squareupsandbox.com/receipt/preview/dc5DjPUmw7GD5Jxj1S3cTAJehnIZY,CANCEL,2024-05-18T19:04:47.287Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,OSCxoCPcOZzw6R95GYlJXrGuS6sEyJUWC6YiNuB9wxF6o
837,lQrGyvdw2pIUybcYRERV6fJOE3DZY,2024-05-11T19:04:46.485Z,2024-05-11T19:04:47.188Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:46.607Z,2024-05-11T19:04:46.749Z,LT9QVCXSARE9G,HXjDmh1BhZpE4588fgWJRgnKIa4F,2024-05-11T19:04:46.607Z,NORMAL,2024-05-11T21:04:47.000Z,INITIAL,USD,USD,lQrG,https://squareupsandbox.com/receipt/preview/lQrGyvdw2pIUybcYRERV6fJOE3DZY,CANCEL,2024-05-18T19:04:46.485Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,Ie02PUY4w2HCSXLnyFUQimbiu6RGkDik4znlwNj2aRL6o
838,hulLWBhyoYFO4Ygm0d3dv3JbrCDZY,2024-05-11T19:04:45.657Z,2024-05-11T19:04:46.383Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:45.797Z,2024-05-11T19:04:45.964Z,LT9QVCXSARE9G,lI4DjcM3mLjSzCXEnZ6t4rxLPf4F,2024-05-11T19:04:45.797Z,NORMAL,2024-05-11T21:04:46.000Z,INITIAL,USD,USD,hulL,https://squareupsandbox.com/receipt/preview/hulLWBhyoYFO4Ygm0d3dv3JbrCDZY,CANCEL,2024-05-18T19:04:45.657Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,Celv3cNMGn1JkBMq2uMIxZq7aJLgesaCuCNLc0yUrX85o
839,P1jInXFOqLBuguTRCVFpTdzah4LZY,2024-05-11T19:04:44.866Z,2024-05-11T19:04:46.771Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:44.986Z,2024-05-11T19:04:45.141Z,LT9QVCXSARE9G,Jy8rPdgYg8OHsFa26MFuSMdkmc4F,2024-05-11T19:04:44.987Z,NORMAL,2024-05-11T21:04:46.000Z,INITIAL,USD,USD,P1jI,https://squareupsandbox.com/receipt/preview/P1jInXFOqLBuguTRCVFpTdzah4LZY,CANCEL,2024-05-18T19:04:44.866Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,Tqqmt1u2zM5t4u1xjS6GVExPikW02rJE6DpEBuEfd1u6o
840,d2afCSuYzsiq0kOJ9E5HyjTguySZY,2024-05-11T19:04:43.932Z,2024-05-11T19:04:45.611Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:44.051Z,2024-05-11T19:04:44.197Z,LT9QVCXSARE9G,pSSQGHZejHLhejGITtNVy6ZVIh4F,2024-05-11T19:04:44.051Z,NORMAL,2024-05-11T21:04:45.000Z,INITIAL,USD,USD,d2af,https://squareupsandbox.com/receipt/preview/d2afCSuYzsiq0kOJ9E5HyjTguySZY,CANCEL,2024-05-18T19:04:43.932Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,vHBkpbqSNPYCjmAUNFjFLiZU2DnRY9b7t0BsonOxuef6o
841,XLW3Y74tqYQO6dVeLpcOagTH3pJZY,2024-05-11T19:04:43.010Z,2024-05-11T19:04:44.304Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:43.133Z,2024-05-11T19:04:43.282Z,LT9QVCXSARE9G,t8Q71fWeUxJMebSLD88VU6qDpZ4F,2024-05-11T19:04:43.134Z,NORMAL,2024-05-11T21:04:44.000Z,INITIAL,USD,USD,XLW3,https://squareupsandbox.com/receipt/preview/XLW3Y74tqYQO6dVeLpcOagTH3pJZY,CANCEL,2024-05-18T19:04:43.010Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,JDm5JSanMlOD4lquDHCqgQcIZw51kcrDgoeg9Kz1eqY6o
842,BkQtfI6W7hDV59fXCXithw80O9EZY,2024-05-11T19:04:42.167Z,2024-05-11T19:04:43.737Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:42.288Z,2024-05-11T19:04:42.425Z,LT9QVCXSARE9G,Fmhu0WvXIGWy0FqIug1oxWokGe4F,2024-05-11T19:04:42.288Z,NORMAL,2024-05-11T21:04:43.000Z,INITIAL,USD,USD,BkQt,https://squareupsandbox.com/receipt/preview/BkQtfI6W7hDV59fXCXithw80O9EZY,CANCEL,2024-05-18T19:04:42.167Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,kFtgTnxwaMvXfnEs8Em91OCVuWwxHXGN1TBEZGfxU8p6o
843,37oE6ZI1lMBDjGdAxYQudKAKLSNZY,2024-05-11T19:04:41.377Z,2024-05-11T19:04:42.880Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:41.503Z,2024-05-11T19:04:41.652Z,LT9QVCXSARE9G,7NJng4vU7IQZNtCSw7RLPz9BTi4F,2024-05-11T19:04:41.503Z,NORMAL,2024-05-11T21:04:42.000Z,INITIAL,USD,USD,37oE,https://squareupsandbox.com/receipt/preview/37oE6ZI1lMBDjGdAxYQudKAKLSNZY,CANCEL,2024-05-18T19:04:41.377Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,kiXuJbeaYVQCA0L1BeUpo2mJ5FFzYA8yaj5spu3RsCo6o
844,rle7YWS0YQXTcCoDWEI8HQTFwTCZY,2024-05-11T19:04:40.543Z,2024-05-11T19:04:41.256Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:40.669Z,2024-05-11T19:04:40.818Z,LT9QVCXSARE9G,lc6TTd9Ejj5mm0rwLmzwLcJlbe4F,2024-05-11T19:04:40.669Z,NORMAL,2024-05-11T21:04:41.000Z,INITIAL,USD,USD,rle7,https://squareupsandbox.com/receipt/preview/rle7YWS0YQXTcCoDWEI8HQTFwTCZY,CANCEL,2024-05-18T19:04:40.543Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,lSTztaafrKWcVzQSiU61j6xN9ax2NXx1nItBBd9XMCo6o
845,PnQOVZ6qFgTKbeuYCO3mrMVqtpUZY,2024-05-11T19:04:39.747Z,2024-05-11T19:04:41.838Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:39.874Z,2024-05-11T19:04:40.017Z,LT9QVCXSARE9G,3Ro90wlNexECJP3ppVR7XGU64g4F,2024-05-11T19:04:39.874Z,NORMAL,2024-05-11T21:04:41.000Z,INITIAL,USD,USD,PnQO,https://squareupsandbox.com/receipt/preview/PnQOVZ6qFgTKbeuYCO3mrMVqtpUZY,CANCEL,2024-05-18T19:04:39.747Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,oryQSbPSAcL90CwCRHlkLMref0Dn6y9onq0bq4jUPhj6o
846,nnCiriC9rcGgmpHNTI1uv3fL5INZY,2024-05-11T19:04:38.912Z,2024-05-11T19:04:40.212Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:04:39.032Z,2024-05-11T19:04:39.180Z,LT9QVCXSARE9G,BOy6r4i149wUYyGclnEXGvWJHh4F,2024-05-11T19:04:39.033Z,NORMAL,2024-05-11T21:04:40.000Z,INITIAL,USD,USD,nnCi,https://squareupsandbox.com/receipt/preview/nnCiriC9rcGgmpHNTI1uv3fL5INZY,CANCEL,2024-05-18T19:04:38.912Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,iwPyeTTwPC578MpwXmPbQXnG3AL7FObRr1ROCwvM4tX6o
